Občanství,Kód,Kód zn.,Kód zn..1,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet,Rok,Q
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2018,2
Senegal,686,SN,SEN,10,5,0,0,0,1,0,0,0,0,0,0,0,0,16,2018,2
Srbsko,688,RS,SRB,109,19,0,7,15,12,3,3,0,3,19,5,6,6,207,2018,2
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2018,2
Singapur,702,SG,SGP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2018,2
Slovensko,703,SK,SVK,6455,2255,485,650,255,577,425,413,414,311,2316,485,1275,834,17150,2018,2
Vietnam,704,VN,VNM,4113,1868,977,2403,3039,3558,751,561,498,406,1362,561,1094,309,21500,2018,2
Slovinsko,705,SI,SVN,35,6,2,0,3,3,2,2,2,0,7,0,7,1,70,2018,2
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2018,2
Jižní Afrika,710,ZA,ZAF,36,5,3,0,2,1,1,0,0,0,9,2,1,2,62,2018,2
Zimbabwe,716,ZW,ZWE,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2018,2
Španělsko,724,ES,ESP,261,16,7,5,2,6,6,4,7,3,27,9,10,4,367,2018,2
Súdán,729,SD,SDN,5,1,0,0,0,2,0,0,0,0,0,0,0,0,8,2018,2
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Švédsko,752,SE,SWE,69,19,1,7,1,15,2,0,0,3,8,1,3,0,129,2018,2
Švýcarsko,756,CH,CHE,33,7,4,1,7,1,4,2,1,1,5,0,3,2,71,2018,2
Sýrie,760,SY,SYR,39,13,4,11,7,19,7,7,1,1,24,6,20,4,163,2018,2
Tádžikistán,762,TJ,TJK,10,0,1,0,0,1,0,0,0,0,1,0,0,0,13,2018,2
Thajsko,764,TH,THA,83,12,4,6,2,4,1,1,1,0,6,1,2,3,126,2018,2
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018,2
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018,2
Tunisko,788,TN,TUN,72,24,5,4,2,8,3,4,2,0,7,3,6,1,141,2018,2
Turecko,792,TR,TUR,70,16,6,6,5,20,5,5,4,2,9,5,8,6,167,2018,2
Turkmenistán,795,TM,TKM,6,1,0,0,0,0,0,0,0,0,1,0,0,0,8,2018,2
Uganda,800,UG,UGA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2018,2
Ukrajina,804,UA,UKR,9798,2978,639,1305,621,1158,710,837,788,417,1641,410,277,251,21830,2018,2
Makedonie,807,MK,MKD,123,30,5,8,3,49,1,7,1,2,19,16,33,7,304,2018,2
Egypt,818,EG,EGY,25,13,3,1,4,8,3,8,6,1,9,7,9,3,100,2018,2
Velká Británie,826,GB,GBR,978,183,41,52,18,36,64,31,48,24,132,41,62,43,1753,2018,2
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2018,2
Spojené státy,840,US,USA,1203,97,40,26,7,29,23,21,13,9,55,23,35,21,1602,2018,2
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2018,2
Uzbekistán,860,UZ,UZB,313,19,3,13,6,7,3,8,3,3,7,3,0,0,388,2018,2
Venezuela,862,VE,VEN,26,2,0,0,0,0,0,1,0,0,3,0,1,0,33,2018,2
Jemen,887,YE,YEM,9,1,0,2,0,4,1,0,1,1,3,1,2,0,25,2018,2
Srbsko a Černá Hora,891,CS,SCG,242,51,15,15,10,23,9,5,1,2,19,8,14,7,421,2018,2
Zambie,894,ZM,ZMB,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5,2018,2
Součet,SUM1,,,336406,262462,123860,108713,54837,131868,92033,106913,91100,86203,220330,107349,187940,108827,2018841,2018,2
Z toho cizinci,SUM2,,,33670,9786,2820,5530,4890,7883,2590,2585,2169,1488,7183,2198,4169,1853,88814,2018,2
