Občanství,Kód,Kód zn.,Kód zn..1,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet,Rok,Q
Kamerun,120,CM,CMR,12,1,0,0,0,3,1,0,0,0,1,0,0,0,18,2017,2
Kanada,124,CA,CAN,94,10,7,4,1,1,3,3,5,0,5,4,6,5,148,2017,2
Šrí Lanka,144,LK,LKA,9,1,0,0,1,0,0,0,0,1,1,0,0,0,13,2017,2
Čad,148,TD,TCD,19,9,4,9,0,7,3,10,3,1,7,3,4,0,79,2017,2
Chile,152,CL,CHL,16,2,0,1,0,1,0,0,1,0,1,2,0,1,25,2017,2
Čína,156,CN,CHN,165,26,5,5,1,22,0,2,4,3,6,2,7,2,250,2017,2
Tchaj-wan,158,TW,TWN,8,0,0,1,1,0,1,0,0,0,0,0,1,0,12,2017,2
Vánoční ostrov,162,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Kolumbie,170,CO,COL,16,3,0,1,0,0,0,2,2,0,2,1,2,0,29,2017,2
Konžská republika,178,CG,COG,10,2,0,1,0,2,0,0,0,0,0,1,0,0,16,2017,2
Demokratická republika Kongo,180,CD,COD,3,2,0,0,0,2,0,1,0,0,0,0,1,0,9,2017,2
Kostarika,188,CR,CRI,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,2017,2
Chorvatsko,191,HR,HRV,171,31,5,15,18,18,7,2,8,3,29,18,25,14,364,2017,2
Kuba,192,CU,CUB,16,7,1,1,0,5,2,3,0,1,2,3,2,3,46,2017,2
Kypr,196,CY,CYP,14,0,2,0,0,0,0,0,0,0,0,0,1,0,17,2017,2
Česko,203,CZ,CZE,296691,248376,120324,102710,50454,123881,89025,103647,88051,83694,211395,104388,183525,106347,1912508,2017,2
Benin,204,BJ,BEN,9,1,0,0,0,4,1,0,0,0,0,1,0,1,17,2017,2
Dánsko,208,DK,DNK,47,6,0,1,1,4,1,0,0,1,3,1,4,1,70,2017,2
Dominikánská republika,214,DO,DOM,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2017,2
Ekvádor,218,EC,ECU,2,3,0,1,0,0,0,1,0,0,1,1,1,0,10,2017,2
Salvador,222,SV,SLV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Etiopie,231,ET,ETH,11,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2017,2
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Estonsko,233,EE,EST,14,3,0,0,0,2,0,1,0,0,2,0,1,0,23,2017,2
Finsko,246,FI,FIN,38,3,0,0,0,2,0,1,0,1,3,2,0,0,50,2017,2
Alandy,248,AX,ALA,11,6,0,0,6,4,1,2,0,0,6,1,4,0,41,2017,2
Francie,250,FR,FRA,351,49,14,14,5,7,4,2,11,7,31,10,14,10,529,2017,2
Francouzská Guyana,254,GF,GUF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Gruzie,268,GE,GEO,63,7,2,2,6,2,1,0,1,0,3,0,3,0,90,2017,2
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2017,2
Palestina,275,PS,PSE,3,4,1,0,0,0,0,0,0,0,0,0,1,0,9,2017,2
Německo,276,DE,DEU,442,212,92,256,329,1360,77,48,33,25,94,62,53,21,3104,2017,2
Ghana,288,GH,GHA,26,3,0,0,0,7,1,1,3,0,3,1,0,1,46,2017,2
Řecko,300,GR,GRC,74,10,0,1,4,7,6,4,4,2,28,14,41,1,196,2017,2
Guatemala,320,GT,GTM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2017,2
Guinea,324,GN,GIN,11,2,0,0,0,0,0,0,0,0,1,0,1,0,15,2017,2
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Honduras,340,HN,HND,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2017,2
Hongkong,344,HK,HKG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Maďarsko,348,HU,HUN,270,46,14,46,16,23,14,32,22,11,71,14,23,2,604,2017,2
Island,352,IS,ISL,7,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2017,2
Indie,356,IN,IND,68,7,0,1,3,3,3,1,1,0,9,1,6,1,104,2017,2
Indonésie,360,ID,IDN,3,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2017,2
Írán,364,IR,IRN,11,3,1,4,0,0,4,1,0,0,1,2,0,1,28,2017,2
Irák,368,IQ,IRQ,24,9,1,1,1,7,1,1,0,0,9,0,3,0,57,2017,2
Irsko,372,IE,IRL,112,14,6,12,3,3,0,4,3,2,9,3,6,2,179,2017,2
Izrael,376,IL,ISR,50,11,1,1,3,4,1,3,1,0,3,0,1,1,80,2017,2
Itálie,380,IT,ITA,467,66,20,27,20,42,10,8,13,5,87,31,55,38,889,2017,2
Pobřeží slonoviny,384,CI,CIV,9,1,0,0,1,1,1,0,0,0,0,1,0,0,14,2017,2
Jamajka,388,JM,JAM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2017,2
Japonsko,392,JP,JPN,48,6,0,0,0,2,0,2,2,1,6,1,1,1,70,2017,2
Kazachstán,398,KZ,KAZ,350,85,4,5,25,44,10,6,2,4,7,7,4,1,554,2017,2
Jordánsko,400,JO,JOR,14,4,0,0,1,3,1,0,2,0,2,0,1,1,29,2017,2
Keňa,404,KE,KEN,2,0,0,0,0,2,0,1,0,0,0,0,2,0,7,2017,2
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2017,2
Korejská republika,410,KR,KOR,39,2,1,1,0,0,0,0,0,0,1,1,10,0,55,2017,2
Kuvajt,414,KW,KWT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Kyrgyzstán,417,KG,KGZ,36,5,1,1,16,4,1,0,0,0,3,1,0,1,69,2017,2
Laos,418,LA,LAO,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2017,2
Libanon,422,LB,LBN,19,1,1,2,1,6,2,1,4,1,0,2,1,0,41,2017,2
Lotyšsko,428,LV,LVA,44,8,10,5,2,4,1,1,0,8,13,0,1,1,98,2017,2
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2017,2
Libye,434,LY,LBY,8,1,0,0,0,0,0,1,0,0,5,0,1,0,16,2017,2
Litva,440,LT,LTU,46,15,4,9,3,3,4,3,2,23,16,0,1,1,130,2017,2
Lucembursko,442,LU,LUX,5,1,0,0,0,1,0,0,0,0,0,0,0,0,7,2017,2
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0,7,2017,2
Malajsie,458,MY,MYS,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2017,2
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Malta,470,MT,MLT,5,1,1,0,0,1,0,1,0,0,0,0,1,0,10,2017,2
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,2
Mauricius,480,MU,MUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Mexiko,484,MX,MEX,43,2,1,2,1,0,0,2,2,0,3,1,2,0,59,2017,2
Mongolsko,496,MN,MNG,62,10,1,12,11,9,11,14,3,9,39,10,4,12,207,2017,2
Moldavsko,498,MD,MDA,256,119,21,58,16,38,37,23,16,28,51,29,8,13,713,2017,2
Černá Hora,499,ME,MNE,13,3,0,2,3,2,1,1,0,0,1,2,1,0,29,2017,2
Maroko,504,MA,MAR,36,7,0,0,0,2,2,0,0,0,1,1,2,1,52,2017,2
Namibie,516,,NAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Nepál,524,NP,NPL,3,1,0,4,0,3,0,1,0,0,2,0,0,0,14,2017,2
Nizozemsko,528,NL,NLD,95,30,23,12,6,18,20,14,7,7,21,9,4,8,274,2017,2
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Curacao,531,CW,CUW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2017,2
Nový Zéland,554,NZ,NZL,14,3,0,0,0,2,3,1,1,0,2,0,1,1,28,2017,2
Niger,562,NE,NER,11,2,0,0,0,0,0,0,0,0,1,0,0,0,14,2017,2
Nigérie,566,NG,NGA,115,6,1,0,2,12,1,1,1,0,3,0,2,1,145,2017,2
Norsko,578,NO,NOR,12,3,2,0,0,1,2,0,0,0,0,0,0,1,21,2017,2
Pákistán,586,PK,PAK,43,10,0,5,0,6,0,2,0,1,2,1,1,0,71,2017,2
Panama,591,PA,PAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Paraguay,600,PY,PRY,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2017,2
Peru,604,PE,PER,17,9,0,0,0,5,0,1,0,0,8,1,2,0,43,2017,2
Filipíny,608,PH,PHL,28,4,0,2,0,6,0,0,0,0,0,0,0,2,42,2017,2
Polsko,616,PL,POL,375,170,40,56,29,115,138,288,64,22,116,133,764,35,2345,2017,2
Portugalsko,620,PT,PRT,42,5,0,4,2,1,2,1,1,1,6,1,5,0,71,2017,2
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Portoriko,630,PR,PRI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Rumunsko,642,RO,ROU,512,132,37,203,27,78,21,34,48,18,122,40,13,42,1327,2017,2
Rusko,643,RU,RUS,1750,339,21,41,188,123,38,19,19,14,104,35,46,19,2756,2017,2
Rwanda,646,RW,RWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Svatý Kryštof a Nevis,659,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2017,2
Senegal,686,SN,SEN,9,5,0,0,0,1,0,0,0,0,0,0,0,0,15,2017,2
Srbsko,688,RS,SRB,105,18,0,9,11,11,4,6,0,1,17,4,8,4,198,2017,2
Sierra Leone,694,SL,SLE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2017,2
Singapur,702,SG,SGP,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2017,2
Slovensko,703,SK,SVK,5698,2106,457,611,252,542,398,395,378,299,2061,458,1243,824,15722,2017,2
Vietnam,704,VN,VNM,4223,1994,1013,2500,3145,3646,815,573,532,453,1430,557,1122,300,22303,2017,2
Slovinsko,705,SI,SVN,34,6,2,0,2,2,2,1,1,0,8,1,5,2,66,2017,2
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2017,2
Jižní Afrika,710,ZA,ZAF,24,4,4,0,1,2,1,1,0,0,8,2,1,2,50,2017,2
Zimbabwe,716,ZW,ZWE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2017,2
Španělsko,724,ES,ESP,220,16,5,4,2,4,5,4,6,1,24,8,9,2,310,2017,2
Súdán,729,SD,SDN,5,1,0,0,0,1,0,0,0,0,0,0,0,0,7,2017,2
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2
Švédsko,752,SE,SWE,52,10,2,2,1,12,2,0,0,3,8,0,3,1,96,2017,2
Švýcarsko,756,CH,CHE,30,7,3,1,5,1,4,1,1,1,5,0,3,1,63,2017,2
Sýrie,760,SY,SYR,40,14,2,11,3,16,7,8,1,1,31,6,17,3,160,2017,2
Tádžikistán,762,TJ,TJK,8,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2017,2
Thajsko,764,TH,THA,84,8,4,9,3,2,1,2,1,0,4,1,1,2,122,2017,2
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017,2
Tunisko,788,TN,TUN,67,15,6,4,2,5,2,4,0,0,7,1,5,1,119,2017,2
Turecko,792,TR,TUR,54,14,5,5,4,17,5,6,3,3,6,4,8,5,139,2017,2
Turkmenistán,795,TM,TKM,4,1,0,0,0,0,0,0,0,0,1,0,0,0,6,2017,2
Uganda,800,UG,UGA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2017,2
Ukrajina,804,UA,UKR,9889,2931,678,1309,605,1151,717,850,812,435,1828,392,272,267,22136,2017,2
Makedonie,807,MK,MKD,127,33,7,7,0,49,1,6,1,2,23,14,33,7,310,2017,2
Egypt,818,EG,EGY,26,11,3,2,3,7,4,4,3,1,7,9,5,3,88,2017,2
Velká Británie,826,GB,GBR,921,168,44,52,19,30,63,30,42,24,119,39,64,41,1656,2017,2
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2017,2
Spojené státy,840,US,USA,1050,86,42,17,6,23,22,17,13,10,65,24,30,19,1424,2017,2
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2017,2
Uzbekistán,860,UZ,UZB,288,11,1,13,5,1,1,7,4,3,7,1,1,0,343,2017,2
Venezuela,862,VE,VEN,16,2,0,0,0,0,0,1,0,0,4,0,0,0,23,2017,2
Jemen,887,YE,YEM,10,1,0,2,0,3,1,0,0,1,3,1,1,0,23,2017,2
Srbsko a Černá Hora,891,CS,SCG,259,54,16,15,10,24,11,5,1,2,21,8,15,7,448,2017,2
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2017,2
Součet,SUM1,,,328403,257904,123176,108217,55388,131755,91623,106193,90211,85226,218492,106506,187649,108161,1998904,2017,2
Z toho cizinci,SUM2,,,31712,9528,2852,5507,4934,7874,2598,2546,2160,1532,7097,2118,4124,1814,86396,2017,2
