Občanství,2022 Q4
Afghánistán,64
Albánie,53
Alžírsko,175
Angola,37
Ázerbájdžán,135
Argentina,46
Austrálie,114
Rakousko,497
Bangladéš,23
Arménie,385
Barbados,1
Belgie,165
Bolívie,14
Bosna a Hercegovina,303
Botswana,1
Brazílie,99
Britské Panenské ostrovy,5
Kosovo,71
Bulharsko,2004
Myanmar,7
Burundi,1
Bělorusko,870
Kambodža,6
Kamerun,28
Kanada,181
Kapverdy,1
Šrí Lanka,27
Čad,117
Chile,51
Čína,305
Tchaj-wan,22
Vánoční ostrov,1
Kolumbie,57
Konžská republika,18
Konžská demokratická republika,20
Kostarika,8
Chorvatsko,464
Kuba,78
Kypr,31
Česko,2000040
Benin,20
Dánsko,94
Dominikánská republika,13
Ekvádor,17
Salvador,4
Etiopie,18
Eritrea,1
Estonsko,42
Finsko,74
Alandy,30
Francie,799
Gruzie,127
Gambie,2
Palestina,13
Německo,3192
Ghana,78
Řecko,285
Guatemala,8
Guinea,22
Guyana,1
Honduras,12
Hongkong,1
Maďarsko,1488
Island,14
Indie,238
Indonésie,21
Írán,63
Irák,78
Irsko,276
Izrael,153
Itálie,1275
Pobřeží slonoviny,15
Jamajka,2
Japonsko,99
Kazachstán,790
Jordánsko,43
Keňa,11
Korejská lidově demokratická republika,3
Korejská republika,88
Kuvajt,4
Kyrgyzstán,125
Laos,5
Libanon,61
Lotyšsko,153
Libérie,1
Libye,19
Lichtenštejnsko,2
Litva,172
Lucembursko,9
Madagaskar,6
Malajsie,7
Maledivy,1
Mali,2
Malta,23
Mauritánie,1
Mauricius,4
Mexiko,99
Mongolsko,373
Moldavsko,870
Černá Hora,38
Maroko,73
Namibie,6
Nepál,12
Nizozemsko,374
Nizozemské Antily,2
Vanuatu,1
Nový Zéland,36
Nikaragua,1
Niger,11
Nigérie,197
Norsko,34
Pákistán,98
Panama,7
Paraguay,1
Peru,53
Filipíny,94
Polsko,2998
Portugalsko,152
Guinea-Bissau,3
Katar,1
Rumunsko,2812
Rusko,4649
Rwanda,1
Svatá Lucie,1
Svatý Tomáš a Princův ostrov,1
Saúdská Arábie,1
Senegal,22
Srbsko,316
Sierra Leone,4
Singapur,5
Slovensko,22983
Vietnam,20745
Slovinsko,93
Somálsko,2
Jižní Afrika,67
Zimbabwe,6
Španělsko,550
Súdán,7
Surinam,2
Švédsko,217
Švýcarsko,82
Sýrie,208
Tádžikistán,23
Thajsko,234
Togo,3
Tonga,1
Trinidad a Tobago,1
Spojené arabské emiráty,1
Tunisko,234
Turecko,284
Turkmenistán,10
Uganda,8
Ukrajina,30978
Severní Makedonie,358
Egypt,168
Velká Británie,1683
Guernsey,1
Tanzanie,6
Spojené státy,1803
Burkina Faso,2
Uruguay,3
Uzbekistán,593
Venezuela,34
Jemen,29
Srbsko a Černá Hora,335
Zambie,3
