Občanství,2023 Q1
Afghánistán,67
Albánie,55
Alžírsko,174
Angola,33
Ázerbájdžán,145
Argentina,47
Austrálie,112
Rakousko,483
Bangladéš,26
Arménie,389
Barbados,1
Belgie,164
Bolívie,14
Bosna a Hercegovina,302
Botswana,1
Brazílie,98
Britské Panenské ostrovy,4
Kosovo,71
Brunej,1
Bulharsko,1981
Myanmar,7
Burundi,1
Bělorusko,900
Kambodža,4
Kamerun,29
Kanada,187
Kapverdy,1
Šrí Lanka,27
Čad,121
Chile,51
Čína,306
Tchaj-wan,24
Vánoční ostrov,1
Kolumbie,60
Konžská republika,18
Konžská demokratická republika,20
Kostarika,10
Chorvatsko,463
Kuba,77
Kypr,32
Česko,1829874
Benin,19
Dánsko,95
Dominikánská republika,13
Ekvádor,17
Salvador,4
Etiopie,18
Eritrea,1
Estonsko,45
Finsko,74
Alandy,28
Francie,807
Gruzie,129
Gambie,2
Palestina,14
Německo,3191
Ghana,80
Řecko,285
Guatemala,8
Guinea,22
Guyana,1
Honduras,12
Hongkong,1
Maďarsko,1533
Island,14
Indie,244
Indonésie,24
Írán,61
Irák,77
Irsko,281
Izrael,158
Itálie,1287
Pobřeží slonoviny,15
Jamajka,2
Japonsko,100
Kazachstán,825
Jordánsko,41
Keňa,11
Korejská lidově demokratická republika,3
Korejská republika,86
Kuvajt,4
Kyrgyzstán,133
Laos,5
Libanon,61
Lotyšsko,151
Libérie,1
Libye,20
Lichtenštejnsko,2
Litva,172
Lucembursko,10
Madagaskar,6
Malajsie,7
Maledivy,1
Mali,2
Malta,25
Mauritánie,1
Mauricius,4
Mexiko,98
Mongolsko,382
Moldavsko,869
Černá Hora,37
Maroko,75
Namibie,6
Nepál,12
Nizozemsko,374
Nizozemské Antily,1
Vanuatu,1
Nový Zéland,36
Niger,11
Nigérie,201
Norsko,33
Pákistán,98
Panama,7
Paraguay,1
Peru,55
Filipíny,100
Polsko,2935
Portugalsko,160
Guinea-Bissau,3
Katar,1
Rumunsko,2883
Rusko,4758
Rwanda,1
Svatá Lucie,1
Svatý Tomáš a Princův ostrov,1
Saúdská Arábie,1
Senegal,20
Srbsko,328
Sierra Leone,3
Singapur,5
Slovensko,23118
Vietnam,20730
Slovinsko,92
Somálsko,2
Jižní Afrika,65
Zimbabwe,6
Španělsko,550
Súdán,7
Surinam,2
Švédsko,221
Švýcarsko,84
Sýrie,213
Tádžikistán,25
Thajsko,235
Togo,3
Tonga,1
Trinidad a Tobago,1
Spojené arabské emiráty,1
Tunisko,237
Turecko,312
Turkmenistán,10
Uganda,8
Ukrajina,30167
Severní Makedonie,350
Egypt,172
Velká Británie a Severní Irsko,1672
Guernsey,1
Tanzanie,5
Spojené státy,1812
Burkina Faso,2
Uruguay,3
Uzbekistán,608
Venezuela,34
Jemen,30
Srbsko a Černá Hora,319
Zambie,3
