Občanství,2021 Q4
Afghánistán,58
Albánie,49
Alžírsko,173
Angola,36
Ázerbájdžán,125
Argentina,42
Austrálie,111
Rakousko,510
Bangladéš,14
Arménie,364
Barbados,1
Belgie,152
Bolívie,14
Bosna a Hercegovina,293
Brazílie,101
Britské Panenské ostrovy,5
Kosovo,62
Bulharsko,1953
Myanmar,8
Bělorusko,784
Kambodža,5
Kamerun,26
Kanada,182
Kapverdy,1
Šrí Lanka,22
Čad,102
Chile,43
Čína,293
Tchaj-wan,23
Vánoční ostrov,1
Kolumbie,50
Konžská republika,17
Konžská demokratická republika,18
Kostarika,7
Chorvatsko,449
Kuba,69
Kypr,26
Česko,2004117
Benin,18
Dánsko,86
Dominikánská republika,8
Ekvádor,17
Salvador,4
Etiopie,19
Eritrea,1
Estonsko,36
Finsko,73
Alandy,32
Francie,761
Gabon,1
Gruzie,114
Gambie,2
Palestina,13
Německo,3104
Ghana,60
Řecko,278
Guatemala,8
Guinea,21
Guyana,1
Honduras,10
Maďarsko,1348
Island,13
Indie,206
Indonésie,16
Írán,46
Irák,70
Irsko,263
Izrael,132
Itálie,1219
Pobřeží slonoviny,14
Jamajka,2
Japonsko,89
Kazachstán,716
Jordánsko,43
Keňa,13
Korejská lidově demokratická republika,3
Korejská republika,88
Kuvajt,3
Kyrgyzstán,110
Laos,5
Libanon,50
Lotyšsko,142
Libérie,1
Libye,20
Lichtenštejnsko,3
Litva,168
Lucembursko,7
Madagaskar,6
Malajsie,7
Maledivy,1
Mali,2
Malta,18
Mauritánie,1
Mauricius,4
Mexiko,92
Mongolsko,325
Moldavsko,858
Černá Hora,36
Maroko,71
Namibie,5
Nepál,9
Nizozemsko,354
Nizozemské Antily,2
Vanuatu,1
Nový Zéland,37
Niger,10
Nigérie,186
Norsko,32
Pákistán,93
Panama,7
Paraguay,2
Peru,52
Filipíny,74
Polsko,2928
Portugalsko,138
Guinea-Bissau,3
Katar,1
Rumunsko,2550
Rusko,4131
Svatá Lucie,1
Svatý Tomáš a Princův ostrov,1
Saúdská Arábie,1
Senegal,21
Srbsko,284
Sierra Leone,4
Singapur,4
Slovensko,21560
Vietnam,20584
Slovinsko,86
Somálsko,2
Jižní Afrika,66
Zimbabwe,6
Španělsko,497
Súdán,6
Surinam,2
Švédsko,203
Švýcarsko,79
Sýrie,199
Tádžikistán,17
Thajsko,199
Togo,2
Tonga,1
Trinidad a Tobago,2
Spojené arabské emiráty,1
Tunisko,214
Turecko,241
Turkmenistán,10
Uganda,7
Ukrajina,25662
Severní Makedonie,350
Egypt,138
Velká Británie,1752
Guernsey,1
Tanzanie,5
Spojené státy,1624
Burkina Faso,2
Uruguay,4
Uzbekistán,480
Venezuela,34
Jemen,28
Srbsko a Černá Hora,357
Zambie,3
