Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 2020 Q2,Středočeský kraj 2020 Q2,Jihočeský kraj 2020 Q2,Plzeňský kraj 2020 Q2,Karlovarský kraj 2020 Q2,Ústecký kraj 2020 Q2,Liberecký kraj 2020 Q2,Královéhradecký kraj 2020 Q2,Pardubický kraj 2020 Q2,Kraj Vysočina 2020 Q2,Jihomoravský kraj 2020 Q2,Olomoucký kraj 2020 Q2,Moravskoslezský kraj 2020 Q2,Zlínský kraj 2020 Q2
Kanada,124,CA,CAN,114,12,8,4,2,1,3,4,5,0,4,4,6,6
Kapverdy,132,CV,CPV,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Šrí Lanka,144,LK,LKA,11,1,0,0,0,0,0,0,0,1,2,0,0,0
Čad,148,TD,TCD,20,10,3,9,2,6,4,11,2,3,12,4,4,1
Chile,152,CL,CHL,22,3,0,1,0,1,0,0,3,0,2,1,1,2
Čína,156,CN,CHN,180,30,6,4,2,24,1,2,3,4,12,4,9,2
Tchaj-wan,158,TW,TWN,16,0,1,1,1,1,1,0,0,0,0,0,0,0
Vánoční ostrov,162,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbie,170,CO,COL,32,5,0,1,0,0,0,1,1,0,1,1,1,1
Konžská republika,178,CG,COG,10,2,0,1,0,2,0,0,0,0,0,1,0,0
Demokratická republika Kongo,180,CD,COD,6,4,0,0,0,2,0,1,1,0,1,1,1,0
Kostarika,188,CR,CRI,4,3,0,0,0,0,0,0,0,0,1,0,0,0
Chorvatsko,191,HR,HRV,218,31,9,15,14,22,6,3,8,4,33,17,26,14
Kuba,192,CU,CUB,28,10,1,1,1,7,2,2,0,0,2,3,2,2
Kypr,196,CY,CYP,16,1,1,0,0,1,0,0,0,0,0,0,1,1
Česko,203,CZ,CZE,311148,261692,122714,104611,49580,126110,89104,105926,90932,87182,217639,107378,186375,108369
Benin,204,BJ,BEN,12,1,0,0,0,2,2,0,0,0,0,1,0,0
Dánsko,208,DK,DNK,55,7,0,1,1,4,4,0,0,2,3,0,4,1
Dominikánská republika,214,DO,DOM,5,3,1,0,0,0,0,0,0,0,0,0,0,0
Ekvádor,218,EC,ECU,3,4,0,0,0,0,0,1,0,0,3,1,1,0
Salvador,222,SV,SLV,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Etiopie,231,ET,ETH,13,1,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonsko,233,EE,EST,22,3,0,0,1,2,0,1,0,0,3,0,1,1
Finsko,246,FI,FIN,54,4,0,1,0,2,0,1,0,1,4,1,1,0
Alandy,248,AX,ALA,10,4,0,0,4,4,1,2,0,0,6,1,3,0
Francie,250,FR,FRA,485,58,18,17,4,7,4,7,11,7,34,12,22,11
Gabon,266,GA,GAB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gruzie,268,GE,GEO,74,11,2,8,5,2,1,0,1,0,5,1,2,0
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Palestina,275,PS,PSE,5,3,0,0,0,1,0,1,0,0,0,1,0,0
Německo,276,DE,DEU,531,232,96,259,231,1278,76,53,30,26,106,68,56,18
Ghana,288,GH,GHA,32,4,0,0,0,7,1,1,3,0,3,1,0,1
Řecko,300,GR,GRC,121,15,3,3,5,7,6,4,3,3,34,19,38,2
Guatemala,320,GT,GTM,4,2,0,0,0,0,0,0,0,1,0,0,0,0
Guinea,324,GN,GIN,15,3,0,0,0,1,0,0,0,0,1,0,1,0
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,340,HN,HND,9,1,0,0,0,0,0,0,1,0,0,0,0,0
Hongkong,344,HK,HKG,2,1,0,0,0,0,0,0,0,0,1,0,0,0
Maďarsko,348,HU,HUN,526,97,22,118,24,46,30,40,29,19,119,15,24,7
Island,352,IS,ISL,8,1,0,0,1,0,0,0,0,0,0,0,0,0
Indie,356,IN,IND,98,6,0,0,3,2,1,1,1,0,14,3,8,2
Indonésie,360,ID,IDN,6,1,0,0,0,0,1,0,1,0,1,0,1,0
Írán,364,IR,IRN,16,5,1,4,0,0,2,1,0,1,1,2,0,1
Irák,368,IQ,IRQ,26,9,0,2,1,8,1,1,4,1,10,0,4,0
Irsko,372,IE,IRL,140,14,5,13,4,5,2,1,3,3,15,3,8,5
Izrael,376,IL,ISR,64,19,2,0,2,4,0,3,1,0,3,2,1,1
Itálie,380,IT,ITA,664,89,27,32,17,41,13,8,15,6,91,31,49,39
Pobřeží slonoviny,384,CI,CIV,11,1,0,0,1,1,1,0,0,0,0,0,0,0
Jamajka,388,JM,JAM,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Japonsko,392,JP,JPN,51,11,0,0,0,2,1,3,2,0,6,1,1,1
Kazachstán,398,KZ,KAZ,396,102,1,6,27,61,10,7,3,3,16,8,2,2
Jordánsko,400,JO,JOR,22,4,0,0,3,4,0,0,2,0,3,0,4,1
Keňa,404,KE,KEN,3,1,0,0,0,2,1,0,0,0,1,0,2,0
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,73,2,1,2,0,0,0,0,0,1,2,0,6,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,51,11,0,0,17,5,1,0,0,0,2,2,0,1
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0
Libanon,422,LB,LBN,20,6,0,2,1,7,2,3,1,1,0,2,1,0
Lotyšsko,428,LV,LVA,61,19,10,8,3,5,0,1,0,9,3,0,1,2
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,8,1,0,0,0,1,0,1,0,0,5,0,1,0
Lichtenštejnsko,438,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Litva,440,LT,LTU,61,20,3,14,5,3,6,3,2,19,17,0,1,1
Lucembursko,442,LU,LUX,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,7,0,0,0,0,2,0,0,1,0,0,0,0,0
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,10,1,2,0,0,1,0,1,0,0,0,1,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexiko,484,MX,MEX,54,7,1,1,1,0,0,3,2,0,5,1,2,1
Mongolsko,496,MN,MNG,101,11,4,10,15,28,22,12,3,13,36,8,3,12
Moldavsko,498,MD,MDA,290,136,24,56,17,38,43,25,17,27,51,25,8,13
Černá Hora,499,ME,MNE,16,3,0,3,2,2,1,1,0,0,1,2,1,0
Maroko,504,MA,MAR,40,5,0,1,0,4,2,0,0,1,4,2,4,2
Namibie,516,,NAM,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Nepál,524,NP,NPL,3,1,0,3,0,0,0,0,0,0,1,0,0,0
Nizozemsko,528,NL,NLD,132,38,23,15,5,17,22,22,11,9,24,9,5,6
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,21,4,0,0,0,2,1,1,1,0,3,0,1,1
Niger,562,NE,NER,11,2,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,131,11,1,0,0,13,1,1,1,0,5,0,2,1
Norsko,578,NO,NOR,17,3,1,0,0,3,2,0,0,0,2,0,1,2
Pákistán,586,PK,PAK,51,9,1,5,0,5,0,1,0,1,5,1,3,0
Panama,591,PA,PAN,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,19,11,1,1,0,6,1,1,0,0,7,1,2,0
Filipíny,608,PH,PHL,31,5,2,2,1,6,1,1,0,1,1,1,0,2
Polsko,616,PL,POL,510,180,41,63,39,112,153,306,69,22,126,150,878,39
Portugalsko,620,PT,PRT,63,6,1,6,2,2,3,2,0,2,11,1,6,1
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,919,235,69,294,38,129,47,39,58,28,171,65,18,61
Rusko,643,RU,RUS,2356,465,20,41,212,158,42,32,21,11,127,40,53,25
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,12,5,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,144,24,1,7,14,12,6,3,0,3,18,4,8,6
Sierra Leone,694,SL,SLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Slovensko,703,SK,SVK,7745,2555,508,705,274,648,454,427,456,315,2763,537,1414,879
Vietnam,704,VN,VNM,4182,1861,903,2174,2807,3437,693,533,492,380,1306,534,1068,279
Slovinsko,705,SI,SVN,42,8,4,2,2,2,2,2,2,0,7,1,7,2
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,33,8,3,0,2,2,1,0,0,0,8,3,1,2
Zimbabwe,716,ZW,ZWE,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Španělsko,724,ES,ESP,341,18,8,6,3,7,7,6,7,2,33,7,10,5
Súdán,729,SD,SDN,4,1,0,0,0,2,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,99,26,1,17,1,15,2,0,1,4,9,1,6,0
Švýcarsko,756,CH,CHE,40,6,6,1,4,3,5,2,0,1,4,0,3,1
Sýrie,760,SY,SYR,53,16,3,15,7,20,6,8,3,1,26,7,18,4
Tádžikistán,762,TJ,TJK,10,1,0,0,0,0,0,0,0,0,1,0,0,0
Thajsko,764,TH,THA,97,13,9,8,1,10,2,1,2,0,7,3,2,3
Togo,768,TG,TGO,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Trinidad a Tobago,780,TT,TTO,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tunisko,788,TN,TUN,93,29,3,5,5,11,4,5,4,0,10,3,9,2
Turecko,792,TR,TUR,97,20,6,7,4,18,7,6,5,2,9,6,9,7
Turkmenistán,795,TM,TKM,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Uganda,800,UG,UGA,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Ukrajina,804,UA,UKR,11019,3325,651,1396,645,1190,757,807,800,446,1493,431,275,260
Severní Makedonie,807,MK,MKD,134,33,7,8,3,50,1,10,5,3,22,17,37,7
Egypt,818,EG,EGY,41,16,4,1,6,10,3,8,7,1,8,6,13,1
Velká Británie,826,GB,GBR,1070,208,46,55,18,40,71,38,45,28,148,42,71,49
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Spojené státy,840,US,USA,1289,122,39,27,5,30,22,22,16,13,71,27,43,22
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,286,28,0,18,6,3,3,6,2,3,4,4,0,0
Venezuela,862,VE,VEN,28,0,0,0,0,0,0,2,0,0,5,0,1,0
Jemen,887,YE,YEM,8,1,0,2,0,7,1,0,2,0,2,1,2,0
Srbsko a Černá Hora,891,CS,SCG,225,44,14,14,8,21,9,5,1,2,18,6,14,7
Zambie,894,ZM,ZMB,2,2,0,0,0,0,0,1,0,0,0,0,0,0
