Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 022  Q3,Středočeský kraj 022  Q3,Jihočeský kraj 022  Q3,Plzeňský kraj 022  Q3,Karlovarský kraj 022  Q3,Ústecký kraj 022  Q3,Liberecký kraj 022  Q3,Královéhradecký kraj 022  Q3,Pardubický kraj 022  Q3,Kraj Vysočina 022  Q3,Jihomoravský kraj 022  Q3,Olomoucký kraj 022  Q3,Moravskoslezský kraj 022  Q3,Zlínský kraj 022  Q3
Kapverdy,132,CV,CPV,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Šrí Lanka,144,LK,LKA,15,2,0,1,0,0,0,0,0,2,1,0,0,4
Čad,148,TD,TCD,31,12,4,10,3,6,4,12,2,3,17,4,4,1
Chile,152,CL,CHL,31,6,0,1,0,1,0,0,2,0,2,1,1,2
Čína,156,CN,CHN,192,36,5,4,3,22,0,2,4,4,10,5,9,2
Tchaj-wan,158,TW,TWN,16,0,1,1,0,0,1,0,0,0,0,0,0,1
Vánoční ostrov,162,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbie,170,CO,COL,39,7,0,2,0,1,0,1,1,0,2,2,2,1
Konžská republika,178,CG,COG,12,1,1,1,0,2,0,0,0,0,0,1,0,0
Konžská demokratická republika,180,CD,COD,8,3,0,1,0,2,0,1,1,0,1,1,1,0
Kostarika,188,CR,CRI,6,3,0,0,0,0,0,0,0,0,1,0,0,0
Chorvatsko,191,HR,HRV,252,40,9,15,15,20,7,3,7,4,38,17,26,12
Kuba,192,CU,CUB,37,10,2,2,1,7,1,2,1,0,3,3,2,2
Kypr,196,CY,CYP,23,2,1,0,0,1,0,0,0,1,2,0,1,1
Česko,203,CZ,CZE,321728,273277,125161,106714,49969,128907,87578,107855,93328,89511,224458,110032,190882,110438
Benin,204,BJ,BEN,14,1,0,0,0,2,2,0,0,0,0,1,0,0
Dánsko,208,DK,DNK,60,11,2,1,0,3,7,0,0,1,3,0,5,1
Dominikánská republika,214,DO,DOM,8,2,1,0,0,0,1,1,0,0,0,0,0,0
Ekvádor,218,EC,ECU,7,4,0,1,0,0,0,0,1,0,3,1,1,0
Salvador,222,SV,SLV,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Etiopie,231,ET,ETH,16,2,0,0,0,0,0,0,0,0,1,0,0,0
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonsko,233,EE,EST,27,4,0,0,2,3,0,1,0,0,4,0,0,0
Finsko,246,FI,FIN,57,5,1,1,0,1,0,1,1,1,5,1,1,0
Alandy,248,AX,ALA,8,4,1,0,3,4,1,2,0,0,5,0,3,0
Francie,250,FR,FRA,565,60,17,23,7,8,5,7,12,9,37,12,19,10
Gruzie,268,GE,GEO,89,11,2,2,4,3,1,0,1,4,4,1,2,1
Gambie,270,GM,GMB,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Palestina,275,PS,PSE,6,3,0,0,0,2,1,0,0,0,0,1,0,0
Německo,276,DE,DEU,618,233,92,263,260,1249,72,50,32,28,110,65,57,21
Ghana,288,GH,GHA,45,4,0,1,0,7,2,1,5,0,8,1,0,1
Řecko,300,GR,GRC,139,17,3,3,5,8,6,3,4,3,32,20,39,1
Guatemala,320,GT,GTM,6,2,0,0,0,0,0,0,0,1,0,0,0,0
Guinea,324,GN,GIN,17,3,0,0,0,0,0,0,0,0,2,0,1,0
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,340,HN,HND,12,0,0,0,0,0,0,0,1,0,0,0,0,0
Maďarsko,348,HU,HUN,698,148,24,144,40,45,38,38,44,24,133,34,29,12
Island,352,IS,ISL,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Indie,356,IN,IND,177,12,1,2,4,5,3,1,2,2,23,3,11,2
Indonésie,360,ID,IDN,10,1,0,0,0,0,0,1,1,0,2,1,4,0
Írán,364,IR,IRN,37,7,1,3,1,0,1,3,0,1,3,2,3,1
Irák,368,IQ,IRQ,31,7,0,2,1,8,1,1,4,3,13,0,3,1
Irsko,372,IE,IRL,173,19,9,6,4,6,7,1,3,4,16,5,7,6
Izrael,376,IL,ISR,96,23,2,1,2,6,0,5,1,0,7,2,3,1
Itálie,380,IT,ITA,774,104,21,34,17,44,12,12,14,5,90,30,54,40
Pobřeží slonoviny,384,CI,CIV,11,2,0,0,1,2,0,0,0,0,0,0,0,0
Jamajka,388,JM,JAM,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Japonsko,392,JP,JPN,71,10,0,0,0,2,1,2,2,0,5,2,2,0
Kazachstán,398,KZ,KAZ,477,119,3,4,31,62,9,7,2,2,27,8,4,3
Jordánsko,400,JO,JOR,24,4,0,0,2,4,0,0,2,0,3,0,2,1
Keňa,404,KE,KEN,4,1,0,0,1,2,0,0,0,0,1,0,1,1
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,71,2,1,2,1,0,1,0,0,1,2,0,8,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,67,15,0,1,18,7,1,0,0,0,1,1,0,1
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0
Libanon,422,LB,LBN,29,6,0,2,1,6,2,3,1,1,0,4,1,2
Lotyšsko,428,LV,LVA,81,20,10,7,3,5,0,1,0,10,6,1,2,3
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,10,1,0,0,0,0,1,1,0,0,5,0,2,0
Lichtenštejnsko,438,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Litva,440,LT,LTU,72,21,5,13,4,5,6,3,2,17,21,1,1,0
Lucembursko,442,LU,LUX,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,0,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,5,0,0,0,0,2,0,0,0,0,0,0,0,0
Maledivy,462,MV,MDV,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,11,1,2,0,0,1,0,1,0,0,0,1,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,2,1,0,0,0,0,0,0,0,0,1,0,0,0
Mexiko,484,MX,MEX,61,14,2,1,0,0,0,4,3,0,6,1,2,3
Mongolsko,496,MN,MNG,110,18,3,18,13,56,35,19,10,17,36,10,3,14
Moldavsko,498,MD,MDA,313,172,24,64,15,46,48,31,17,25,55,28,6,19
Černá Hora,499,ME,MNE,18,5,0,3,2,3,1,1,0,0,1,2,1,0
Maroko,504,MA,MAR,39,7,0,1,0,6,3,1,0,1,6,1,4,2
Namibie,516,,NAM,3,1,0,0,0,0,0,0,0,0,0,0,1,0
Nepál,524,NP,NPL,6,1,0,3,0,0,0,0,0,0,1,0,0,0
Nizozemsko,528,NL,NLD,150,40,25,15,5,20,19,21,11,8,28,10,5,8
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,18,4,0,0,0,1,1,1,1,0,4,1,1,2
Niger,562,NE,NER,8,2,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,151,13,1,0,0,12,1,1,3,0,7,0,2,1
Norsko,578,NO,NOR,18,2,1,0,0,3,2,1,0,1,2,1,1,2
Pákistán,586,PK,PAK,64,10,1,5,1,5,1,1,0,1,4,1,3,0
Panama,591,PA,PAN,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,19,13,1,1,0,5,0,2,0,0,8,1,2,0
Filipíny,608,PH,PHL,58,7,2,1,1,6,0,2,0,2,2,1,4,4
Polsko,616,PL,POL,604,202,47,64,40,122,146,307,77,27,136,167,1033,42
Portugalsko,620,PT,PRT,94,9,2,6,2,3,5,2,0,2,13,1,11,2
Guinea-Bissau,624,GW,GNB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,1155,332,83,364,49,187,76,55,69,21,179,76,20,71
Rusko,643,RU,RUS,3005,575,32,58,231,170,41,31,27,14,194,49,58,28
Rwanda,646,RW,RWA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,16,5,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,169,38,4,7,14,20,5,3,0,5,26,6,6,7
Sierra Leone,694,SL,SLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,3,0,0,1,0,1,0,0,0,0,0,0,0,0
Slovensko,703,SK,SVK,9011,2911,584,812,295,721,486,474,506,346,3372,615,1584,969
Vietnam,704,VN,VNM,4373,1934,896,2166,2739,3321,678,529,513,364,1324,534,1057,293
Slovinsko,705,SI,SVN,47,9,4,2,2,2,0,2,2,0,11,1,7,1
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,32,8,3,0,2,2,1,1,0,0,8,4,1,2
Zimbabwe,716,ZW,ZWE,5,1,0,0,0,0,0,0,1,0,0,0,0,0
Španělsko,724,ES,ESP,389,24,10,6,4,8,7,7,7,1,39,10,12,4
Súdán,729,SD,SDN,4,0,0,1,0,1,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,132,21,2,19,1,14,1,0,1,4,8,2,7,0
Švýcarsko,756,CH,CHE,42,6,7,2,4,4,5,2,1,1,4,0,3,0
Sýrie,760,SY,SYR,62,17,4,14,11,21,6,8,6,1,25,6,18,6
Tádžikistán,762,TJ,TJK,19,1,0,0,0,0,0,0,0,0,2,0,0,0
Thajsko,764,TH,THA,157,16,5,12,3,10,2,0,2,0,7,2,4,3
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tonga,776,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad a Tobago,780,TT,TTO,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tunisko,788,TN,TUN,115,32,2,7,7,13,5,8,4,1,12,6,15,5
Turecko,792,TR,TUR,142,26,7,9,5,17,7,10,6,4,18,10,11,8
Turkmenistán,795,TM,TKM,9,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,800,UG,UGA,3,1,1,0,0,0,0,2,0,0,0,0,0,0
Ukrajina,804,UA,UKR,13408,4568,755,1766,730,1384,805,923,1028,607,1929,510,427,318
Severní Makedonie,807,MK,MKD,138,27,10,9,3,56,3,9,6,4,25,21,35,9
Egypt,818,EG,EGY,62,17,2,3,5,11,5,4,11,2,15,8,17,3
Velká Británie,826,GB,GBR,914,215,46,50,15,37,37,31,42,20,126,37,62,48
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,4,0,0,0,0,0,0,0,0,0,1,0,1,0
Spojené státy,840,US,USA,1301,124,41,33,7,30,22,19,19,11,69,29,47,22
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,1,2,0,2,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,468,56,2,16,7,5,4,5,4,4,4,4,0,0
Venezuela,862,VE,VEN,22,0,0,0,0,0,0,2,0,0,6,0,1,0
Jemen,887,YE,YEM,8,3,0,2,0,8,1,1,1,0,2,1,2,0
Srbsko a Černá Hora,891,CS,SCG,195,38,12,13,7,21,8,4,1,2,15,6,12,6
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,0,0,0,0,0,0,0
