Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 022  Q2,Středočeský kraj 022  Q2,Jihočeský kraj 022  Q2,Plzeňský kraj 022  Q2,Karlovarský kraj 022  Q2,Ústecký kraj 022  Q2,Liberecký kraj 022  Q2,Královéhradecký kraj 022  Q2,Pardubický kraj 022  Q2,Kraj Vysočina 022  Q2,Jihomoravský kraj 022  Q2,Olomoucký kraj 022  Q2,Moravskoslezský kraj 022  Q2,Zlínský kraj 022  Q2
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,126,22,2,19,1,14,1,0,1,4,9,2,7,0
Švýcarsko,756,CH,CHE,42,6,6,2,4,4,5,2,1,1,4,0,3,0
Sýrie,760,SY,SYR,63,16,4,15,9,21,8,8,6,1,25,6,18,6
Tádžikistán,762,TJ,TJK,20,1,0,0,0,0,0,0,0,0,1,0,0,0
Thajsko,764,TH,THA,146,16,9,11,3,10,2,0,3,0,6,2,4,3
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tonga,776,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad a Tobago,780,TT,TTO,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tunisko,788,TN,TUN,111,33,4,7,7,13,5,8,4,1,12,6,16,5
Turecko,792,TR,TUR,139,26,7,9,5,17,7,9,6,4,14,9,11,8
Turkmenistán,795,TM,TKM,9,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,800,UG,UGA,3,1,1,0,0,0,0,2,0,0,0,0,0,0
Ukrajina,804,UA,UKR,12628,4217,703,1699,699,1290,775,855,887,530,1860,492,349,299
Severní Makedonie,807,MK,MKD,143,26,10,9,3,55,3,9,7,4,25,21,35,9
Egypt,818,EG,EGY,57,17,2,4,5,11,5,5,10,2,15,8,15,2
Velká Británie,826,GB,GBR,927,215,47,48,15,38,38,34,44,19,123,38,60,47
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,4,0,0,0,0,0,0,0,0,0,1,0,1,0
Spojené státy,840,US,USA,1294,121,40,33,5,31,22,19,17,12,69,30,45,20
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,466,53,2,16,7,5,4,5,5,4,4,4,0,0
Venezuela,862,VE,VEN,25,0,0,0,0,0,0,2,0,0,7,0,1,0
Jemen,887,YE,YEM,7,3,0,2,0,8,1,1,1,0,2,1,2,0
Srbsko a Černá Hora,891,CS,SCG,197,38,12,13,7,21,8,4,1,2,16,6,12,6
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,0,0,0,0,0,0,0
