Občanství,Kód,Kód zn.,Kód zn..1,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet,Rok,Q
Kamerun,120,CM,CMR,14,1,0,1,0,1,2,0,0,0,0,0,0,0,19,2018,2
Kanada,124,CA,CAN,110,12,8,4,1,1,3,4,6,0,4,4,6,5,168,2018,2
Kapverdy,132,CV,CPV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Šrí Lanka,144,LK,LKA,11,1,0,0,0,0,0,0,0,1,2,0,0,0,15,2018,2
Čad,148,TD,TCD,17,10,3,10,1,6,4,11,2,2,9,3,4,0,82,2018,2
Chile,152,CL,CHL,21,1,1,1,0,1,0,0,1,0,2,1,0,1,30,2018,2
Čína,156,CN,CHN,171,33,5,4,1,23,0,2,2,3,9,2,7,2,264,2018,2
Tchaj-wan,158,TW,TWN,9,0,0,1,1,1,0,0,0,0,0,0,0,0,12,2018,2
Vánoční ostrov,162,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Kolumbie,170,CO,COL,29,2,0,1,0,0,0,1,1,0,2,1,2,0,39,2018,2
Konžská republika,178,CG,COG,10,2,0,1,0,2,0,0,0,0,0,1,0,0,16,2018,2
Demokratická republika Kongo,180,CD,COD,5,3,0,0,0,2,0,1,0,0,0,1,1,0,13,2018,2
Kostarika,188,CR,CRI,4,2,0,0,0,0,0,0,0,0,1,0,0,0,7,2018,2
Chorvatsko,191,HR,HRV,200,34,9,14,15,18,7,2,7,4,29,18,24,15,396,2018,2
Kuba,192,CU,CUB,17,8,1,1,1,6,2,2,0,1,1,3,2,2,47,2018,2
Kypr,196,CY,CYP,15,0,1,0,0,1,0,0,0,0,0,0,1,1,19,2018,2
Česko,203,CZ,CZE,305065,254814,121448,103623,49726,124437,89339,104655,89347,85306,213957,105715,183986,107235,1938653,2018,2
Benin,204,BJ,BEN,12,1,0,0,0,3,1,0,0,0,0,1,0,0,18,2018,2
Dánsko,208,DK,DNK,47,7,0,1,1,4,4,0,0,2,3,0,4,1,74,2018,2
Dominikánská republika,214,DO,DOM,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,2018,2
Ekvádor,218,EC,ECU,3,4,0,1,0,0,0,1,0,0,1,1,1,0,12,2018,2
Salvador,222,SV,SLV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Etiopie,231,ET,ETH,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2018,2
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Estonsko,233,EE,EST,19,3,0,0,0,2,0,1,0,0,2,0,1,1,29,2018,2
Finsko,246,FI,FIN,49,3,0,1,0,2,0,1,0,1,4,1,1,0,63,2018,2
Alandy,248,AX,ALA,10,5,0,0,4,5,1,2,0,0,6,1,3,0,37,2018,2
Francie,250,FR,FRA,432,54,15,16,4,8,4,5,10,7,32,10,17,10,624,2018,2
Gabon,266,GA,GAB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Gruzie,268,GE,GEO,68,10,2,1,5,1,1,0,1,0,4,1,2,0,96,2018,2
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2018,2
Palestina,275,PS,PSE,6,3,0,0,0,1,0,1,0,0,0,0,1,0,12,2018,2
Německo,276,DE,DEU,505,225,100,253,336,1309,81,47,32,25,105,64,58,21,3161,2018,2
Ghana,288,GH,GHA,25,4,0,0,0,7,1,1,3,0,3,1,0,1,46,2018,2
Řecko,300,GR,GRC,104,9,1,2,3,7,6,4,3,2,31,16,38,1,227,2018,2
Guatemala,320,GT,GTM,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2018,2
Guinea,324,GN,GIN,13,3,0,0,0,0,0,0,0,0,1,0,1,0,18,2018,2
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Honduras,340,HN,HND,6,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2018,2
Hongkong,344,HK,HKG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Maďarsko,348,HU,HUN,401,71,16,72,18,31,21,38,27,12,105,13,22,6,853,2018,2
Island,352,IS,ISL,8,1,0,0,1,0,0,0,0,0,0,0,0,0,10,2018,2
Indie,356,IN,IND,77,5,1,1,3,4,1,1,1,0,12,2,6,2,116,2018,2
Indonésie,360,ID,IDN,4,0,0,0,0,0,1,0,1,0,0,0,1,0,7,2018,2
Írán,364,IR,IRN,14,4,1,4,0,0,5,1,0,0,1,2,0,2,34,2018,2
Irák,368,IQ,IRQ,26,9,0,2,1,7,1,1,4,1,9,0,2,0,63,2018,2
Irsko,372,IE,IRL,129,14,5,13,4,4,0,3,3,3,10,2,6,3,199,2018,2
Izrael,376,IL,ISR,64,11,1,0,2,3,0,2,1,0,3,1,1,1,90,2018,2
Itálie,380,IT,ITA,595,78,25,27,20,42,11,7,14,5,89,31,48,38,1030,2018,2
Pobřeží slonoviny,384,CI,CIV,12,1,0,0,1,1,1,0,0,0,0,0,0,0,16,2018,2
Jamajka,388,JM,JAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Japonsko,392,JP,JPN,47,8,0,0,0,3,0,2,2,0,6,2,1,1,72,2018,2
Kazachstán,398,KZ,KAZ,350,92,2,5,28,48,10,7,3,3,9,8,4,1,570,2018,2
Jordánsko,400,JO,JOR,16,4,0,0,2,4,1,0,2,0,2,0,3,1,35,2018,2
Keňa,404,KE,KEN,2,1,0,0,0,2,1,0,0,0,1,0,2,0,9,2018,2
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2018,2
Korejská republika,410,KR,KOR,55,2,1,2,0,0,0,0,0,1,2,0,8,0,71,2018,2
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2018,2
Kyrgyzstán,417,KG,KGZ,40,10,1,1,18,5,1,0,0,0,2,1,0,1,80,2018,2
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2018,2
Libanon,422,LB,LBN,17,4,1,2,1,7,2,1,4,1,0,2,1,0,43,2018,2
Lotyšsko,428,LV,LVA,54,8,10,5,1,4,0,1,1,9,3,0,1,2,99,2018,2
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2018,2
Libye,434,LY,LBY,7,1,0,0,0,0,0,1,0,0,5,0,1,0,15,2018,2
Lichtenštejnsko,438,LI,LIE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2018,2
Litva,440,LT,LTU,56,15,4,13,3,3,5,3,2,18,16,0,1,1,140,2018,2
Lucembursko,442,LU,LUX,5,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2018,2
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0,7,2018,2
Malajsie,458,MY,MYS,7,0,0,0,0,2,0,0,1,0,0,0,0,0,10,2018,2
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Malta,470,MT,MLT,7,1,2,0,0,1,0,1,0,0,0,0,1,0,13,2018,2
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,2
Mauricius,480,MU,MUS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Mexiko,484,MX,MEX,47,7,1,3,1,0,0,3,2,0,2,1,2,0,69,2018,2
Mongolsko,496,MN,MNG,84,12,2,11,12,11,13,13,4,12,36,10,3,13,236,2018,2
Moldavsko,498,MD,MDA,265,116,21,56,18,37,44,25,18,25,53,27,7,13,725,2018,2
Černá Hora,499,ME,MNE,16,2,0,2,2,2,1,1,0,0,1,2,1,0,30,2018,2
Maroko,504,MA,MAR,38,6,0,0,0,3,3,0,0,0,1,1,3,1,56,2018,2
Namibie,516,,NAM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Nepál,524,NP,NPL,4,1,0,3,0,0,0,0,0,0,1,0,0,0,9,2018,2
Nizozemsko,528,NL,NLD,112,34,23,14,6,19,19,19,11,7,22,9,5,6,306,2018,2
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018,2
Nový Zéland,554,NZ,NZL,15,4,0,0,0,2,3,1,2,0,3,0,1,1,32,2018,2
Niger,562,NE,NER,12,2,0,0,0,0,0,0,0,0,1,0,0,0,15,2018,2
Nigérie,566,NG,NGA,118,6,1,0,1,12,1,1,1,0,4,0,3,1,149,2018,2
Norsko,578,NO,NOR,15,5,1,0,0,3,2,0,0,0,0,0,0,1,27,2018,2
Pákistán,586,PK,PAK,45,10,0,5,1,5,0,1,0,1,4,1,1,0,74,2018,2
Panama,591,PA,PAN,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2018,2
Paraguay,600,PY,PRY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Peru,604,PE,PER,20,10,0,0,0,5,0,1,0,0,7,1,2,0,46,2018,2
Filipíny,608,PH,PHL,29,2,2,2,0,5,1,0,0,0,1,0,0,2,44,2018,2
Polsko,616,PL,POL,439,177,37,61,34,113,147,303,67,21,124,145,840,37,2545,2018,2
Portugalsko,620,PT,PRT,52,5,0,4,2,1,2,2,1,2,8,1,5,1,86,2018,2
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Rumunsko,642,RO,ROU,693,178,49,250,35,101,32,40,54,28,154,44,15,52,1725,2018,2
Rusko,643,RU,RUS,2018,372,22,39,192,137,41,23,21,15,118,39,47,22,3106,2018,2
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2018,2
Senegal,686,SN,SEN,10,5,0,0,0,1,0,0,0,0,0,0,0,0,16,2018,2
Srbsko,688,RS,SRB,116,20,0,7,14,12,3,3,0,3,16,5,7,6,212,2018,2
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2018,2
Singapur,702,SG,SGP,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2018,2
Slovensko,703,SK,SVK,6749,2320,495,654,255,587,444,415,424,304,2426,493,1304,841,17711,2018,2
Vietnam,704,VN,VNM,4111,1874,960,2333,2962,3496,730,548,497,399,1332,550,1078,302,21172,2018,2
Slovinsko,705,SI,SVN,39,8,2,1,3,3,2,2,2,0,7,1,7,2,79,2018,2
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2018,2
Jižní Afrika,710,ZA,ZAF,37,6,3,0,2,1,1,0,0,0,9,2,1,2,64,2018,2
Zimbabwe,716,ZW,ZWE,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2018,2
Španělsko,724,ES,ESP,272,17,8,5,2,6,8,4,7,2,28,8,9,4,380,2018,2
Súdán,729,SD,SDN,4,1,0,0,0,2,0,0,0,0,0,0,0,0,7,2018,2
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018,2
Švédsko,752,SE,SWE,73,22,1,9,1,15,2,0,0,3,7,1,3,0,137,2018,2
Švýcarsko,756,CH,CHE,35,7,5,1,6,1,5,2,1,1,5,0,3,2,74,2018,2
Sýrie,760,SY,SYR,42,12,5,11,7,19,7,7,1,1,24,6,19,4,165,2018,2
Tádžikistán,762,TJ,TJK,10,0,1,0,0,1,0,0,0,0,1,0,0,0,13,2018,2
Thajsko,764,TH,THA,83,11,5,7,2,6,2,1,1,0,6,2,2,3,131,2018,2
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018,2
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018,2
Tunisko,788,TN,TUN,76,22,3,4,3,8,4,6,3,1,9,3,6,1,149,2018,2
Turecko,792,TR,TUR,76,15,6,5,5,19,7,5,4,3,10,5,8,6,174,2018,2
Turkmenistán,795,TM,TKM,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2018,2
Uganda,800,UG,UGA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2018,2
Ukrajina,804,UA,UKR,9901,3021,633,1291,620,1153,719,810,779,406,1576,448,277,247,21881,2018,2
Makedonie,807,MK,MKD,120,30,5,9,3,50,1,8,2,2,20,16,34,7,307,2018,2
Egypt,818,EG,EGY,29,15,3,1,4,8,4,7,6,2,7,7,10,3,106,2018,2
Velká Británie,826,GB,GBR,997,192,42,55,17,37,68,31,47,27,135,43,63,43,1797,2018,2
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2018,2
Spojené státy,840,US,USA,1215,98,39,27,7,30,22,21,12,10,58,22,36,22,1619,2018,2
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2018,2
Uzbekistán,860,UZ,UZB,280,21,2,14,6,5,3,8,2,3,5,3,0,0,352,2018,2
Venezuela,862,VE,VEN,26,1,0,0,0,0,0,1,0,0,3,0,1,0,32,2018,2
Jemen,887,YE,YEM,9,1,0,2,0,5,1,0,1,1,2,1,2,0,25,2018,2
Srbsko a Černá Hora,891,CS,SCG,238,48,15,15,9,21,9,5,1,2,19,7,14,7,410,2018,2
Zambie,894,ZM,ZMB,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5,2018,2
Součet,SUM1,,,339570,264825,124262,109114,54543,132252,91962,107200,91531,86779,221185,107952,188233,109088,2028496,2018,2
Z toho cizinci,SUM2,,,34505,10011,2814,5491,4817,7815,2623,2545,2184,1473,7228,2237,4247,1853,89843,2018,2
