Občanství,2019 Q4
Afghánistán,53
Albánie,45
Alžírsko,163
Angola,37
Ázerbájdžán,89
Argentina,35
Austrálie,106
Rakousko,499
Bangladéš,10
Arménie,352
Belgie,139
Bolívie,14
Bosna a Hercegovina,279
Brazílie,82
Britské Panenské ostrovy,5
Kosovo,48
Bulharsko,1826
Myanmar,6
Bělorusko,690
Kambodža,5
Kamerun,22
Kanada,183
Kapverdy,1
Šrí Lanka,15
Čad,87
Chile,37
Čína,282
Tchaj-wan,21
Vánoční ostrov,1
Kolumbie,46
Konžská republika,16
Demokratická republika Kongo,17
Kostarika,8
Chorvatsko,416
Kuba,57
Kypr,21
Česko,1957833
Benin,18
Dánsko,79
Dominikánská republika,8
Ekvádor,13
Salvador,2
Etiopie,14
Eritrea,1
Estonsko,33
Finsko,66
Alandy,35
Francie,665
Gabon,1
Gruzie,108
Gambie,2
Palestina,10
Německo,3045
Ghana,51
Řecko,247
Guatemala,6
Guinea,22
Guyana,1
Honduras,8
Hongkong,4
Maďarsko,1041
Island,12
Indie,133
Indonésie,10
Írán,37
Irák,67
Irsko,212
Izrael,101
Itálie,1101
Pobřeží slonoviny,16
Jamajka,1
Japonsko,80
Kazachstán,623
Jordánsko,41
Keňa,11
Korejská lidově demokratická republika,3
Korejská republika,87
Kuvajt,3
Kyrgyzstán,87
Laos,5
Libanon,45
Lotyšsko,117
Libérie,1
Libye,15
Lichtenštejnsko,1
Litva,143
Lucembursko,6
Madagaskar,7
Malajsie,12
Mali,2
Malta,16
Mauritánie,1
Mauricius,3
Mexiko,76
Mongolsko,256
Moldavsko,746
Černá Hora,30
Maroko,64
Namibie,2
Nepál,7
Nizozemsko,328
Nizozemské Antily,2
Vanuatu,1
Nový Zéland,31
Niger,14
Nigérie,163
Norsko,30
Pákistán,80
Panama,5
Paraguay,3
Peru,47
Filipíny,55
Polsko,2650
Portugalsko,101
Guinea-Bissau,2
Katar,1
Rumunsko,2055
Rusko,3446
Svatá Lucie,1
Svatý Tomáš a Princův ostrov,2
Saúdská Arábie,1
Senegal,15
Srbsko,248
Sierra Leone,4
Singapur,3
Slovensko,19035
Vietnam,20733
Slovinsko,79
Somálsko,2
Jižní Afrika,59
Zimbabwe,3
Španělsko,437
Súdán,7
Surinam,2
Švédsko,175
Švýcarsko,75
Sýrie,176
Tádžikistán,13
Thajsko,149
Togo,2
Trinidad a Tobago,1
Spojené arabské emiráty,1
Tunisko,171
Turecko,195
Turkmenistán,7
Uganda,4
Ukrajina,22924
Severní Makedonie,319
Egypt,116
Velká Británie,1899
Guernsey,1
Tanzanie,4
Spojené státy,1708
Burkina Faso,2
Uruguay,4
Uzbekistán,355
Venezuela,35
Jemen,26
Srbsko a Černá Hora,396
Zambie,5
