Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 2023 Q3,Středočeský kraj 2023 Q3,Jihočeský kraj 2023 Q3,Plzeňský kraj 2023 Q3,Karlovarský kraj 2023 Q3,Ústecký kraj 2023 Q3,Liberecký kraj 2023 Q3,Královéhradecký kraj 2023 Q3,Pardubický kraj 2023 Q3,Kraj Vysočina 2023 Q3,Jihomoravský kraj 2023 Q3,Olomoucký kraj 2023 Q3,Moravskoslezský kraj 2023 Q3,Zlínský kraj 2023 Q3
Finsko,246,FI,FIN,59,6,1,2,2,1,0,1,1,1,7,1,2,0
Alandy,248,AX,ALA,7,4,1,0,1,4,1,2,0,0,4,0,3,0
Francie,250,FR,FRA,598,60,13,25,7,7,5,8,12,9,42,12,20,9
Gruzie,268,GE,GEO,94,13,3,2,4,4,1,0,1,2,5,1,2,1
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Palestina,275,PS,PSE,6,3,0,0,0,1,1,0,0,0,2,0,0,0
Německo,276,DE,DEU,678,227,90,258,386,1230,58,46,29,26,105,60,52,19
Ghana,288,GH,GHA,48,5,0,1,0,6,2,2,6,0,9,1,0,1
Řecko,300,GR,GRC,140,19,6,3,5,7,6,3,4,4,32,21,32,1
Guatemala,320,GT,GTM,7,2,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,324,GN,GIN,16,3,0,0,0,0,0,0,0,0,2,0,0,0
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,340,HN,HND,9,0,0,0,0,0,0,0,1,0,0,0,0,1
Hongkong,344,HK,HKG,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maďarsko,348,HU,HUN,788,180,30,158,44,44,38,44,48,26,143,35,24,13
Island,352,IS,ISL,12,1,0,0,1,0,0,0,0,0,0,0,0,0
Indie,356,IN,IND,176,17,2,3,3,4,2,1,3,3,24,3,12,2
Indonésie,360,ID,IDN,18,1,0,0,0,0,0,1,1,0,1,0,4,0
Írán,364,IR,IRN,36,5,1,2,1,0,1,3,0,1,5,3,3,1
Irák,368,IQ,IRQ,36,5,0,2,1,9,1,1,5,1,15,0,3,1
Irsko,372,IE,IRL,186,18,9,9,4,7,6,1,3,4,18,7,7,6
Izrael,376,IL,ISR,105,28,2,1,2,9,0,3,2,0,8,1,3,1
Itálie,380,IT,ITA,832,114,23,35,18,42,8,11,16,5,88,27,55,39
Pobřeží slonoviny,384,CI,CIV,11,2,0,0,1,2,0,0,0,0,0,0,0,0
Jamajka,388,JM,JAM,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Japonsko,392,JP,JPN,76,11,0,2,0,2,1,2,2,0,5,2,2,0
Kazachstán,398,KZ,KAZ,556,118,2,5,32,62,9,7,2,3,42,8,5,4
Jordánsko,400,JO,JOR,21,3,0,0,1,5,0,0,3,0,3,0,3,1
Keňa,404,KE,KEN,4,3,0,1,1,2,0,0,0,0,1,0,1,1
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,75,2,1,2,0,0,1,0,0,1,2,0,10,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,89,14,0,1,19,7,3,0,0,0,4,1,0,2
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0
Libanon,422,LB,LBN,33,7,0,2,1,10,2,2,1,1,0,4,1,2
Lotyšsko,428,LV,LVA,87,21,9,8,4,5,0,1,0,10,5,1,2,3
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,10,2,0,0,0,0,1,0,0,0,5,0,2,0
Lichtenštejnsko,438,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Litva,440,LT,LTU,79,18,4,13,4,5,5,2,2,17,20,1,2,0
Lucembursko,442,LU,LUX,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,0,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,7,0,0,0,0,2,0,0,0,0,0,0,0,0
Maledivy,462,MV,MDV,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,19,1,2,0,0,0,0,1,0,0,0,1,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,3,0,0,0,0,0,0,0,0,0,1,1,0,0
Mexiko,484,MX,MEX,67,13,2,1,0,1,0,4,3,0,8,1,3,4
Mongolsko,496,MN,MNG,114,22,4,17,13,73,38,20,13,18,34,12,3,17
Moldavsko,498,MD,MDA,320,186,29,59,17,47,47,28,16,25,65,24,5,20
Černá Hora,499,ME,MNE,19,4,0,3,2,3,1,1,0,0,1,2,1,0
Maroko,504,MA,MAR,42,6,1,1,0,7,3,2,0,1,6,1,4,2
Namibie,516,,NAM,2,1,0,0,0,0,0,0,0,0,1,0,1,0
Nepál,524,NP,NPL,9,2,0,3,0,0,0,0,0,0,2,0,0,0
Nizozemsko,528,NL,NLD,168,38,24,14,4,21,17,21,13,10,26,10,5,6
Nizozemské Antily,530,AN,ANT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,19,5,0,0,0,0,1,1,1,0,5,1,2,2
Nikaragua,558,NI,NIC,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,562,NE,NER,7,3,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,164,15,2,0,0,12,3,1,2,1,9,0,2,1
Norsko,578,NO,NOR,19,2,1,0,0,3,1,1,0,1,3,0,1,2
Pákistán,586,PK,PAK,67,10,1,5,1,5,1,1,0,1,3,2,4,0
Panama,591,PA,PAN,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,21,13,1,1,0,5,1,2,1,0,8,1,2,1
Filipíny,608,PH,PHL,67,11,4,1,2,6,0,3,0,2,4,1,5,4
Polsko,616,PL,POL,614,197,37,62,44,102,127,285,71,30,130,173,1022,40
Portugalsko,620,PT,PRT,105,12,2,6,2,3,6,3,0,2,13,1,9,1
Guinea-Bissau,624,GW,GNB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,1262,370,82,384,54,203,91,55,70,28,199,87,20,77
Rusko,643,RU,RUS,3343,623,32,62,236,176,39,35,36,13,212,48,55,32
Rwanda,646,RW,RWA,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Svatý Kryštof a Nevis,659,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,16,4,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,188,43,3,8,14,23,5,4,1,6,25,6,7,8
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,3,0,0,1,0,1,0,0,0,0,0,0,0,0
Slovensko,703,SK,SVK,9637,2979,573,822,285,741,492,460,505,338,3659,614,1633,987
Vietnam,704,VN,VNM,4411,1983,893,2174,2736,3279,667,530,520,368,1338,546,1039,302
Slovinsko,705,SI,SVN,54,9,2,1,3,2,0,2,2,0,12,1,6,1
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,32,8,2,1,2,1,1,0,0,0,9,4,1,4
Zimbabwe,716,ZW,ZWE,4,2,0,0,0,0,0,0,1,0,1,0,0,0
Španělsko,724,ES,ESP,426,23,11,7,4,6,5,5,6,1,42,13,13,4
Súdán,729,SD,SDN,4,0,0,1,0,2,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,159,22,2,20,1,13,0,0,1,4,9,2,6,1
Švýcarsko,756,CH,CHE,45,5,8,2,4,4,5,2,1,1,3,0,2,0
Sýrie,760,SY,SYR,73,16,4,15,12,20,6,8,5,2,27,7,19,6
Tádžikistán,762,TJ,TJK,23,2,0,0,0,0,0,0,0,0,2,0,0,0
Thajsko,764,TH,THA,173,18,7,14,6,12,2,0,4,0,6,3,3,2
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Tonga,776,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad a Tobago,780,TT,TTO,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tunisko,788,TN,TUN,114,39,3,7,7,17,7,8,3,1,13,8,16,5
Turecko,792,TR,TUR,178,25,10,13,5,17,12,8,7,5,30,12,13,9
Turkmenistán,795,TM,TKM,10,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,800,UG,UGA,3,2,1,0,0,0,0,2,0,0,0,0,0,0
Ukrajina,804,UA,UKR,15179,5076,874,1860,842,1485,887,1071,1237,696,2151,549,515,347
Severní Makedonie,807,MK,MKD,140,23,12,9,3,55,2,8,6,3,24,22,36,9
Egypt,818,EG,EGY,69,18,2,2,5,12,5,5,13,2,17,6,18,4
Velká Británie a Severní Irsko,826,GB,GBR,922,221,43,30,14,38,35,32,41,18,127,38,67,49
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,1,0,1,0
Spojené státy,840,US,USA,1313,127,41,35,8,29,22,17,17,11,64,25,46,23
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,580,73,0,18,7,6,5,6,4,4,6,7,1,0
Venezuela,862,VE,VEN,23,0,0,0,0,0,0,2,0,0,4,0,1,1
Jemen,887,YE,YEM,7,4,0,1,0,8,1,1,1,0,2,2,2,0
Srbsko a Černá Hora,891,CS,SCG,183,32,12,11,7,19,8,3,1,2,14,6,12,5
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,1,0,0,0,0,0,0
