Občanství,Kód,Kód zn.,Kód zn..1,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet,Rok,Q
Myanmar,104.0,MM,MMR,2,3,0,0,0,0,0,0,0,0,4,0,0,0,9,2024,2
Burundi,108.0,BI,BDI,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2024,2
Bělorusko,112.0,BY,BLR,603,124,19,42,31,41,14,19,23,17,57,19,25,14,1048,2024,2
Kambodža,116.0,KH,KHM,4,2,0,0,0,0,0,0,0,0,1,0,0,0,7,2024,2
Kamerun,120.0,CM,CMR,20,2,1,1,0,1,2,0,0,0,0,0,0,0,27,2024,2
Kanada,124.0,CA,CAN,126,12,9,3,3,1,3,4,7,0,9,3,7,7,194,2024,2
Kapverdy,132.0,CV,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Kajmanské ostrovy,136.0,KY,CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Středoafrická republika,140.0,CF,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Šrí Lanka,144.0,LK,LKA,16,3,0,1,0,0,0,0,0,2,1,0,1,5,29,2024,2
Čad,148.0,TD,TCD,34,16,4,9,2,7,2,14,2,3,21,3,7,1,125,2024,2
Chile,152.0,CL,CHL,42,8,0,2,0,1,0,0,1,1,3,1,0,2,61,2024,2
Čína,156.0,CN,CHN,224,37,5,4,2,24,2,3,4,4,15,6,12,2,344,2024,2
Tchaj-wan,158.0,TW,TWN,17,1,1,1,0,0,1,1,0,0,0,0,0,1,23,2024,2
Vánoční ostrov,162.0,CX,CXR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Kokosové (Keelingovy) ostrovy,166.0,CC,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Kolumbie,170.0,CO,COL,43,5,0,2,0,3,2,1,1,0,3,3,3,3,69,2024,2
Komory,174.0,KM,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Mayotte,175.0,YT,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Konžská republika,178.0,CG,COG,11,1,1,1,0,2,0,0,0,1,0,1,0,0,18,2024,2
Konžská demokratická republika,180.0,CD,COD,9,2,0,1,0,2,0,0,1,0,1,1,0,0,17,2024,2
Cookovy ostrovy,184.0,CK,COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Kostarika,188.0,CR,CRI,6,2,0,0,0,0,0,0,0,0,1,0,0,1,10,2024,2
Chorvatsko,191.0,HR,HRV,258,45,12,16,14,20,6,4,5,4,34,16,27,11,472,2024,2
Kuba,192.0,CU,CUB,39,10,2,1,1,8,2,2,1,0,3,1,4,1,75,2024,2
Kypr,196.0,CY,CYP,29,3,1,0,0,1,1,0,0,1,0,1,1,1,39,2024,2
Česko,203.0,CZ,CZE,297420,249831,107826,91880,42161,113518,74912,93123,81939,77472,201958,94807,169568,94602,1791017,2024,2
Benin,204.0,BJ,BEN,14,1,0,0,0,0,2,0,0,0,0,0,0,0,17,2024,2
Dánsko,208.0,DK,DNK,69,9,2,1,0,3,7,0,0,1,5,0,6,1,104,2024,2
Dominika,212.0,DM,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Dominikánská republika,214.0,DO,DOM,9,1,1,0,0,0,0,1,0,0,0,0,0,0,12,2024,2
Ekvádor,218.0,EC,ECU,10,5,0,1,0,0,0,0,1,0,3,1,1,1,23,2024,2
Salvador,222.0,SV,SLV,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2024,2
Rovníková Guinea,226.0,GQ,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Etiopie,231.0,ET,ETH,16,2,0,0,0,0,0,0,0,0,1,0,0,0,19,2024,2
Eritrea,232.0,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Estonsko,233.0,EE,EST,36,6,0,0,2,2,1,1,1,0,4,0,0,0,53,2024,2
Faerské ostrovy,234.0,FO,FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Falklandy (Malvíny),238.0,FK,FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Jižní Georgie a Jižní Sandwichovy ostrovy,239.0,GS,SGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Fidži,242.0,FJ,FJI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2024,2
Finsko,246.0,FI,FIN,63,7,1,2,2,1,0,1,1,0,9,1,2,0,90,2024,2
Alandy,248.0,AX,ALA,6,4,1,0,1,4,1,1,0,0,4,0,3,0,25,2024,2
Francie,250.0,FR,FRA,654,63,13,27,7,7,6,8,13,10,49,12,20,9,898,2024,2
Francouzská Guyana,254.0,GF,GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Francouzská Polynésie,258.0,PF,PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Francouzská jižní a antarktická území,260.0,TF,ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Džibutsko,262.0,DJ,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Gabon,266.0,GA,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Gruzie,268.0,GE,GEO,99,17,3,1,4,3,1,1,2,4,4,1,2,1,143,2024,2
Gambie,270.0,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2024,2
Palestina,275.0,PS,PSE,7,3,0,0,0,1,1,0,0,0,2,0,0,0,14,2024,2
Německo,276.0,DE,DEU,745,226,97,236,455,1195,56,43,30,26,100,57,48,19,3333,2024,2
Ghana,288.0,GH,GHA,56,6,0,2,0,7,1,2,5,0,12,1,0,1,93,2024,2
Gibraltar,292.0,GI,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Kiribati,296.0,KI,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Řecko,300.0,GR,GRC,150,19,5,4,5,6,5,3,4,5,36,22,32,2,298,2024,2
Grónsko,304.0,GL,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Grenada,308.0,GD,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Guadeloupe,312.0,GP,GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Guam,316.0,GU,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Guatemala,320.0,GT,GTM,8,4,0,0,0,0,0,0,0,0,0,0,0,0,12,2024,2
Guinea,324.0,GN,GIN,18,6,0,0,0,0,0,0,0,0,2,0,0,0,26,2024,2
Guyana,328.0,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Haiti,332.0,HT,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Heardův ostrov a MacDonaldovy ostrovy,334.0,HM,HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Vatikán,336.0,VA,VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Honduras,340.0,HN,HND,11,0,0,0,0,0,0,0,1,0,0,0,0,1,13,2024,2
Hongkong,344.0,HK,HKG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Maďarsko,348.0,HU,HUN,863,201,40,171,46,47,42,52,55,32,158,39,24,20,1790,2024,2
Island,352.0,IS,ISL,13,1,0,0,1,0,0,0,0,0,0,0,0,0,15,2024,2
Indie,356.0,IN,IND,220,17,3,4,3,5,4,1,3,3,39,3,20,2,327,2024,2
Indonésie,360.0,ID,IDN,19,2,0,0,1,0,0,1,0,0,1,0,4,0,28,2024,2
Írán,364.0,IR,IRN,40,7,0,2,1,0,1,3,0,1,8,3,4,1,71,2024,2
Irák,368.0,IQ,IRQ,35,6,0,3,1,8,1,1,6,1,19,0,3,2,86,2024,2
Irsko,372.0,IE,IRL,192,21,8,9,3,7,6,1,3,5,22,7,9,6,299,2024,2
Izrael,376.0,IL,ISR,111,26,3,1,2,11,0,3,2,0,9,2,3,1,174,2024,2
Itálie,380.0,IT,ITA,912,116,24,33,21,39,9,10,15,6,86,26,53,40,1390,2024,2
Pobřeží slonoviny,384.0,CI,CIV,12,2,0,0,1,2,0,0,0,0,1,0,0,0,18,2024,2
Jamajka,388.0,JM,JAM,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2024,2
Japonsko,392.0,JP,JPN,82,14,0,2,0,3,1,2,2,0,7,1,2,0,116,2024,2
Kazachstán,398.0,KZ,KAZ,648,128,3,6,27,68,12,6,4,4,41,7,5,4,963,2024,2
Jordánsko,400.0,JO,JOR,23,3,0,0,1,4,0,0,3,0,2,0,3,1,40,2024,2
Keňa,404.0,KE,KEN,5,4,0,1,1,2,0,0,0,0,1,0,1,1,16,2024,2
Korejská lidově demokratická republika,408.0,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2024,2
Korejská republika,410.0,KR,KOR,80,5,1,2,1,0,0,0,0,1,2,0,10,0,102,2024,2
Kuvajt,414.0,KW,KWT,3,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2024,2
Kyrgyzstán,417.0,KG,KGZ,101,17,0,1,22,9,3,0,0,0,6,1,0,2,162,2024,2
Laos,418.0,LA,LAO,3,2,0,0,0,0,0,0,0,0,2,0,0,0,7,2024,2
Libanon,422.0,LB,LBN,38,7,0,2,1,11,2,2,1,1,0,5,1,1,72,2024,2
Lesotho,426.0,LS,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Lotyšsko,428.0,LV,LVA,99,23,4,7,5,5,0,1,0,13,4,1,4,3,169,2024,2
Libérie,430.0,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2024,2
Libye,434.0,LY,LBY,9,2,0,0,0,0,1,0,0,0,6,0,2,0,20,2024,2
Lichtenštejnsko,438.0,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2024,2
Litva,440.0,LT,LTU,84,14,3,12,4,6,6,2,3,17,20,2,4,1,178,2024,2
Lucembursko,442.0,LU,LUX,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2024,2
Macao,446.0,MO,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Madagaskar,450.0,MG,MDG,3,0,0,0,0,0,0,0,1,0,1,0,1,0,6,2024,2
Malawi,454.0,MW,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Malajsie,458.0,MY,MYS,7,0,0,0,0,2,0,1,0,0,0,0,0,0,10,2024,2
Maledivy,462.0,MV,MDV,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2024,2
Mali,466.0,ML,MLI,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2024,2
Malta,470.0,MT,MLT,22,2,1,0,0,0,0,1,0,0,0,2,1,0,29,2024,2
Martinik,474.0,MQ,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Mauritánie,478.0,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2024,2
Mauricius,480.0,MU,MUS,3,0,0,0,0,1,0,0,0,0,1,1,0,0,6,2024,2
Mexiko,484.0,MX,MEX,77,16,4,1,0,1,0,4,3,1,11,1,4,5,128,2024,2
Monako,492.0,MC,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Mongolsko,496.0,MN,MNG,118,25,6,20,12,92,43,19,15,20,35,11,3,20,439,2024,2
Moldavsko,498.0,MD,MDA,327,199,28,65,16,47,49,29,15,27,72,24,7,20,925,2024,2
Černá Hora,499.0,ME,MNE,22,4,0,2,2,3,2,1,0,0,0,2,1,0,39,2024,2
Montserrat,500.0,MS,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Maroko,504.0,MA,MAR,44,9,1,1,0,5,3,1,0,1,5,2,4,2,78,2024,2
Mosambik,508.0,MZ,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Omán,512.0,OM,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Namibie,516.0,,NAM,2,1,0,0,0,0,0,0,0,0,1,0,1,0,5,2024,2
Nauru,520.0,NR,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Nepál,524.0,NP,NPL,7,3,0,5,0,0,0,0,0,0,3,0,0,0,18,2024,2
Nizozemské království,528.0,NL,NLD,175,42,23,15,4,22,19,24,14,10,24,11,6,6,395,2024,2
Nizozemské Antily,530.0,AN,ANT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Curaçao,531.0,CW,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Aruba,533.0,AW,ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatý Martin (NL),534.0,SX,SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
"Bonaire, Svatý Eustach a Saba",535.0,BQ,BES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Nová Kaledonie,540.0,NC,NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Vanuatu,548.0,VU,VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Nový Zéland,554.0,NZ,NZL,22,5,0,0,0,1,1,1,1,0,5,1,1,2,40,2024,2
Nikaragua,558.0,NI,NIC,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2024,2
Niger,562.0,NE,NER,9,2,0,0,0,0,0,0,0,0,1,0,0,0,12,2024,2
Nigérie,566.0,NG,NGA,168,14,2,1,0,12,3,1,3,2,13,0,4,1,224,2024,2
Niue,570.0,NU,NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Norfolk,574.0,NF,NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Norsko,578.0,NO,NOR,22,2,1,0,0,3,1,1,2,1,5,0,1,2,41,2024,2
Severní Mariany,580.0,MP,MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Menší odlehlé ostrovy USA,581.0,UM,UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Mikronésie,583.0,FM,FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Marshallovy ostrovy,584.0,MH,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Palau,585.0,PW,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Pákistán,586.0,PK,PAK,68,7,1,5,3,5,1,1,0,2,6,1,3,0,103,2024,2
Panama,591.0,PA,PAN,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2024,2
Papua Nová Guinea,598.0,PG,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Paraguay,600.0,PY,PRY,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2024,2
Peru,604.0,PE,PER,27,17,1,1,0,5,1,2,2,0,7,1,2,0,66,2024,2
Filipíny,608.0,PH,PHL,81,15,4,1,2,8,0,3,0,3,7,1,7,4,136,2024,2
Pitcairn,612.0,PN,PCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Polsko,616.0,PL,POL,664,190,40,62,41,105,130,282,68,28,129,169,1042,39,2989,2024,2
Portugalsko,620.0,PT,PRT,124,12,1,5,3,3,7,3,0,2,15,1,9,1,186,2024,2
Guinea-Bissau,624.0,GW,GNB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2024,2
Východní Timor,626.0,TL,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Portoriko,630.0,PR,PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Katar,634.0,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Réunion,638.0,RE,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Rumunsko,642.0,RO,ROU,1391,435,106,408,59,216,107,51,75,29,226,85,30,84,3302,2024,2
Rusko,643.0,RU,RUS,3716,667,32,60,248,188,43,36,39,14,230,50,62,33,5418,2024,2
Rwanda,646.0,RW,RWA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2024,2
Svatý Bartoloměj,652.0,BL,BLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatá Helena,654.0,SH,SHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatý Kryštof a Nevis,659.0,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Anguilla,660.0,AI,AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatá Lucie,662.0,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Svatý Martin (FR),663.0,MF,MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Saint Pierre a Miquelon,666.0,PM,SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatý Vincenc a Grenadiny,670.0,VC,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
San Marino,674.0,SM,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svatý Tomáš a Princův ostrov,678.0,ST,STP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Saúdská Arábie,682.0,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2024,2
Senegal,686.0,SN,SEN,16,4,0,0,0,1,0,0,0,0,0,0,0,0,21,2024,2
Srbsko,688.0,RS,SRB,194,55,2,9,14,26,6,4,2,6,32,6,6,8,370,2024,2
Seychely,690.0,SC,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Sierra Leone,694.0,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2024,2
Singapur,702.0,SG,SGP,5,0,1,1,0,1,0,0,0,0,1,0,0,0,9,2024,2
Slovensko,703.0,SK,SVK,10443,3139,585,844,307,779,504,480,534,350,4028,629,1736,1031,25389,2024,2
Vietnam,704.0,VN,VNM,4493,2059,904,2230,2723,3269,675,537,551,359,1378,562,1058,308,21106,2024,2
Slovinsko,705.0,SI,SVN,51,9,2,2,3,2,1,2,2,1,13,1,6,1,96,2024,2
Somálsko,706.0,SO,SOM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2024,2
Jižní Afrika,710.0,ZA,ZAF,39,7,1,1,3,1,1,0,1,0,9,4,1,4,72,2024,2
Zimbabwe,716.0,ZW,ZWE,8,1,0,0,0,1,0,0,1,0,1,0,1,0,13,2024,2
Španělsko,724.0,ES,ESP,455,24,11,8,5,8,7,6,7,0,47,14,15,5,612,2024,2
Jižní Súdán,728.0,SS,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Súdán,729.0,SD,SDN,5,1,0,1,0,1,0,0,0,0,0,0,1,0,9,2024,2
Západní Sahara,732.0,EH,ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Surinam,740.0,SR,SUR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2024,2
Špicberky a Jan Mayen,744.0,SJ,SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Svazijsko,748.0,SZ,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Švédsko,752.0,SE,SWE,161,23,2,21,1,13,0,0,1,5,10,2,5,1,245,2024,2
Švýcarsko,756.0,CH,CHE,46,6,9,3,4,5,5,2,1,2,3,0,2,0,88,2024,2
Sýrie,760.0,SY,SYR,71,19,4,14,8,21,5,8,5,2,31,8,19,6,221,2024,2
Tádžikistán,762.0,TJ,TJK,25,5,0,0,1,0,0,0,0,0,3,0,0,0,34,2024,2
Thajsko,764.0,TH,THA,183,23,8,17,5,12,2,0,4,2,6,5,3,2,272,2024,2
Togo,768.0,TG,TGO,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,2024,2
Tokelau,772.0,TK,TKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Tonga,776.0,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2024,2
Trinidad a Tobago,780.0,TT,TTO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Spojené arabské emiráty,784.0,AE,ARE,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,2024,2
Tunisko,788.0,TN,TUN,114,39,3,9,8,18,7,9,3,2,20,11,18,6,267,2024,2
Turecko,792.0,TR,TUR,214,33,10,10,5,18,14,11,11,3,26,12,16,9,392,2024,2
Turkmenistán,795.0,TM,TKM,11,0,0,0,0,2,0,0,0,0,0,0,0,0,13,2024,2
Turks a Caicos,796.0,TC,TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Tuvalu,798.0,TV,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Uganda,800.0,UG,UGA,4,2,1,0,0,1,0,2,0,0,0,1,0,0,11,2024,2
Ukrajina,804.0,UA,UKR,18074,6149,1045,2175,969,1799,1096,1390,1614,959,2826,681,677,417,39871,2024,2
Severní Makedonie,807.0,MK,MKD,145,27,14,9,2,55,4,8,8,3,28,21,36,9,369,2024,2
Egypt,818.0,EG,EGY,76,16,2,3,5,13,5,6,12,2,23,6,20,6,195,2024,2
Velká Británie a Severní Irsko,826.0,GB,GBR,922,223,45,31,13,39,37,33,44,17,131,40,73,48,1696,2024,2
Guernsey,831.0,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,2
Jersey,832.0,JE,JEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Man,833.0,IM,IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Tanzanie,834.0,TZ,TZA,3,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2024,2
Spojené státy,840.0,US,USA,1266,127,44,33,9,30,21,17,15,11,62,29,45,21,1730,2024,2
Americké Panenské ostrovy,850.0,VI,VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Burkina Faso,854.0,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2024,2
Uruguay,858.0,UY,URY,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4,2024,2
Uzbekistán,860.0,UZ,UZB,627,67,2,18,9,5,4,5,4,4,8,7,1,0,761,2024,2
Venezuela,862.0,VE,VEN,28,1,0,0,0,0,0,2,0,0,8,0,1,1,41,2024,2
Wallis a Futuna,876.0,WF,WLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Samoa,882.0,WS,WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2
Jemen,887.0,YE,YEM,8,4,0,1,0,9,1,1,2,0,2,2,2,0,32,2024,2
Srbsko a Černá Hora,891.0,CS,SCG,170,32,10,11,7,16,7,3,1,1,14,6,11,5,294,2024,2
Zambie,894.0,ZM,ZMB,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5,2024,2
Součet,,,,351551,265406,111210,98772,47449,122222,78029,96375,85275,79577,212750,97598,175000,96946,1918160,2024,2
Z toho cizinci,,,,54131,15575,3384,6892,5288,8704,3117,3252,3336,2105,10792,2791,5432,2344,127143,2024,2
