Občanství,2024 Q2
Afghánistán,79
Albánie,58
Antarktida,0
Alžírsko,182
Americká Samoa,0
Andorra,0
Angola,32
Antigua a Barbuda,0
Ázerbájdžán,191
Argentina,57
Austrálie,115
Rakousko,487
Bahamy,0
Bahrajn,0
Bangladéš,39
Arménie,405
Barbados,1
Belgie,175
Bermudy,0
Bhútán,0
Bolívie,14
Bosna a Hercegovina,305
Botswana,1
Bouvetův ostrov,0
Brazílie,108
Belize,0
Britské indickooceánské území,1
Šalamounovy ostrovy,0
Britské Panenské ostrovy,4
Kosovo,85
Brunej,1
Bulharsko,2041
Myanmar,14
Burundi,1
Bělorusko,1035
Kambodža,7
Kamerun,28
Kanada,189
Kapverdy,0
Kajmanské ostrovy,0
Středoafrická republika,0
Šrí Lanka,29
Čad,120
Chile,59
Čína,340
Tchaj-wan,24
Vánoční ostrov,1
Kokosové (Keelingovy) ostrovy,0
Kolumbie,72
Komory,0
Mayotte,0
Konžská republika,17
Konžská demokratická republika,18
Cookovy ostrovy,0
Kostarika,10
Chorvatsko,468
Kuba,74
Kypr,35
Česko,1781538
Benin,17
Dánsko,105
Dominika,0
Dominikánská republika,15
Ekvádor,26
Salvador,4
Rovníková Guinea,0
Etiopie,17
Eritrea,1
Estonsko,53
Faerské ostrovy,0
Falklandy (Malvíny),0
Jižní Georgie a Jižní Sandwichovy ostrovy,0
Fidži,1
Finsko,90
Alandy,25
Francie,881
Francouzská Guyana,0
Francouzská Polynésie,0
Francouzská jižní a antarktická území,0
Džibutsko,0
Gabon,0
Gruzie,145
Gambie,2
Palestina,14
Německo,3367
Ghana,89
Gibraltar,0
Kiribati,0
Řecko,293
Grónsko,0
Grenada,0
Guadeloupe,0
Guam,0
Guatemala,11
Guinea,24
Guyana,1
Haiti,0
Heardův ostrov a MacDonaldovy ostrovy,0
Vatikán,0
Honduras,13
Hongkong,1
Maďarsko,1761
Island,15
Indie,314
Indonésie,28
Írán,73
Irák,83
Irsko,297
Izrael,173
Itálie,1383
Pobřeží slonoviny,17
Jamajka,2
Japonsko,115
Kazachstán,975
Jordánsko,37
Keňa,16
Korejská lidově demokratická republika,4
Korejská republika,100
Kuvajt,5
Kyrgyzstán,169
Laos,7
Libanon,71
Lesotho,0
Lotyšsko,168
Libérie,1
Libye,19
Lichtenštejnsko,2
Litva,174
Lucembursko,10
Macao,0
Madagaskar,6
Malawi,0
Malajsie,10
Maledivy,2
Mali,4
Malta,27
Martinik,0
Mauritánie,1
Mauricius,5
Mexiko,128
Monako,0
Mongolsko,425
Moldavsko,911
Černá Hora,38
Montserrat,0
Maroko,79
Mosambik,0
Omán,0
Namibie,5
Nauru,0
Nepál,19
Nizozemsko,387
Nizozemské Antily,1
Curacao,0
Aruba,0
Svatý Martin (NL),0
"Bonaire, Svatý Eustach a Saba",0
Nová Kaledonie,0
Vanuatu,0
Nový Zéland,39
Nikaragua,2
Niger,11
Nigérie,224
Niue,0
Norfolk,0
Norsko,38
Severní Mariany,0
Menší odlehlé ostrovy USA,0
Mikronésie,0
Marshallovy ostrovy,0
Palau,0
Pákistán,103
Panama,6
Papua Nová Guinea,0
Paraguay,1
Peru,63
Filipíny,128
Pitcairn,0
Polsko,2960
Portugalsko,184
Guinea-Bissau,3
Východní Timor,0
Portoriko,0
Katar,1
Réunion,0
Rumunsko,3232
Rusko,5387
Rwanda,1
Svatý Bartoloměj,0
"Svatá Helena, Ascension a Tristan da Cunha",0
Svatý Kryštof a Nevis,1
Anguilla,0
Svatá Lucie,1
Svatý Martin (FR),0
Saint Pierre a Miquelon,0
Svatý Vincenc a Grenadiny,0
San Marino,0
Svatý Tomáš a Princův ostrov,1
Saúdská Arábie,1
Senegal,21
Srbsko,367
Seychely,0
Sierra Leone,3
Singapur,8
Slovensko,24923
Vietnam,20977
Slovinsko,97
Somálsko,1
Jižní Afrika,67
Zimbabwe,11
Španělsko,604
Jižní Súdán,0
Súdán,8
Západní Sahara,0
Surinam,1
Špicberky a Jan Mayen,0
Svazijsko,0
Švédsko,242
Švýcarsko,89
Sýrie,218
Tádžikistán,35
Thajsko,265
Togo,3
Tokelau,0
Tonga,1
Trinidad a Tobago,1
Spojené arabské emiráty,2
Tunisko,261
Turecko,394
Turkmenistán,13
Turks a Caicos,0
Tuvalu,0
Uganda,9
Ukrajina,38144
Severní Makedonie,359
Egypt,192
Velká Británie a Severní Irsko,1690
Guernsey,1
Jersey,0
Man,0
Tanzanie,5
Spojené státy,1775
Americké Panenské ostrovy,0
Burkina Faso,2
Uruguay,4
Uzbekistán,766
Venezuela,38
Wallis a Futuna,0
Samoa,0
Jemen,32
Srbsko a Černá Hora,297
Zambie,5
Součet,1906040
Z toho cizinci,124502
